name,url,İşlemci_Modeli,price,id,brand,Kullanım_Amacı,Ekran_Boyutu,Çözünürlük,Çözünürlük_Standartı,Panel_Tipi,Ekran_Yenileme_Hızı,Ekran_Kartı_Tipi,Ekran_Kartı,Ekran_Kartı_Hafızası,Maksimum_İşlemci_Hızı,Ram,SSD,İşlemci_Çekirdek_Sayısı,Temel_İşlemci_Hızı,Parmak_İzi_Okuyucu,İşletim_Sistemi
Ideapad 1 Amd Ryzen™ 7 5700u 16 1 Ssd Freedos 14 Inç 82r3007dtx,https://www.trendyol.com/lenovo/ideapad-1-amd-ryzen-7-5700u-16--1--ssd-freedos-14-inc-82r3007dtx-p-808987114?boutiqueId=61&merchantId=118352,5700U,18499,808987114,LENOVO,Ofis - İş,14 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,AMD Radeon Graphics,1.0,4.4,16,1,8,3.7,,Free Dos (İşletim Sistemi Yok)
Cyborg 15 13.Nesil Core i7 13620H-RTX4060 8-16-512 Ssd-15.6inc-W11,https://www.trendyol.com/msi/cyborg-15-13-nesil-core-i7-13620h-rtx4060-8-16-512-ssd-15-6inc-w11-p-822145058?boutiqueId=61&merchantId=624588,13620H,47999,822145058,MSI,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),,144,Harici,Nvidia GeForce RTX 4060,8.0,,16,512,10,,,Windows
MacBook Pro 16'' M2 Max 32  1 SSD Space Gray Laptop (Apple Türkiye Garantili) MNWA3TU/A,https://www.trendyol.com/apple/macbook-pro-16-m2-max-32-1-ssd-space-gray-laptop-apple-turkiye-garantili-mnwa3tu-a-p-637235161?boutiqueId=61&merchantId=391109,,154999,637235161,Apple,Ofis - İş,16 inç,3456 x 2234,,,,Dahili,Dahili Ekran Kartı,1.0,,32,1,,2,Yok,Mac Os
"Victus 16-s0022nt 7z588ea Amd R7 7840hs 16 512 Ssd Rtx4050-6 Freedos 16.1"" 144 Nıotebook",https://www.trendyol.com/hp/victus-16-s0022nt-7z588ea-amd-r7-7840hs-16-512-ssd-rtx4050-6-freedos-16-1-144--niotebook-p-739506836?boutiqueId=61&merchantId=106740,6800HS,37499,739506836,HP,Oyun,16.1 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,,16,512,8,,,Free Dos (İşletim Sistemi Yok)
"255 G9 Amd Ryzen 5 5625u 8 512 Ssd Freedos 15.6"" Fhd Taşınabilir Bilgisayar 9m3g7at",https://www.trendyol.com/hp/255-g9-amd-ryzen-5-5625u-8-512-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-9m3g7at-p-841247561?boutiqueId=61&merchantId=800649,5625U,13699,841247561,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,60,Dahili,Dahili Ekran Kartı,1.0,4.3,8,512,6,2.3,Yok,Free Dos (İşletim Sistemi Yok)
VECTOR 16 HX AI A2XWIG-090XTR ULTRA 9 275HX 16 RAM 1 SSD 16 RTX5080 16.0 QHD+240 DOS,https://www.trendyol.com/msi/vector-16-hx-ai-a2xwig-090xtr-ultra-9-275hx-16-ram-1-ssd-16-rtx5080-16-0-qhd-240-dos-p-923727433?boutiqueId=61&merchantId=106198,,130299,923727433,MSI,Oyun,16 inç,2560 x 1600,QHD,,240,Harici,Nvidia GeForce RTX 5080,16.0,4.7,16,1,8,2,,Free Dos (İşletim Sistemi Yok)
"Tuf Gaming F15 Fx507Vu-Lp260W Intel i7-13620H 16 RAM 512 SSD W11 15.6"" FHD Gri Gaming Noteb",https://www.trendyol.com/asus/tuf-gaming-f15-fx507vu-lp260w-intel-i7-13620h-16-ram-512-ssd-w11-15-6-fhd-gri-gaming-noteb-p-825256257?boutiqueId=61&merchantId=273674,13620H,39999,825256257,ASUS,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Dahili Ekran Kartı,1.0,,16,512,2,,,Windows
"Semruk S7 V9.1.2 Intel Core i7 13700HX 64 RAM 2 SSD 8 RTX 4060 FreeDos 17"" QHD+ 240",https://www.trendyol.com/monster/semruk-s7-v9-1-2-intel-core-i7-13700hx-64--ram-2--ssd-8--rtx-4060-freedos-17-qhd-240--p-759344112?boutiqueId=61&merchantId=105286,13700HX,103999,759344112,MONSTER,Oyun,17 inç,2560 x 1600,QHD+,IPS,240,Harici,Nvidia GeForce RTX 4060,8.0,5,64,2,16,2.1,,Free Dos (İşletim Sistemi Yok)
"Ideapad Duet5 Intel Core™ I5-1335U 16 512SSD 12.4"" 83B3006PTX Freedos Dokunmatik Bilgisayar",https://www.trendyol.com/lenovo/ideapad-duet5-intel-core-i5-1335u-16-512ssd-12-4-83b3006ptx-freedos-dokunmatik-bilgisayar-p-845294202?boutiqueId=61&merchantId=107301,1335U,39999,845294202,LENOVO,Ofis - İş,12.5 inç,2560 x 1600,2.5K,IPS,,Dahili,Intel XE Graphics,1.0,4.6,16,512,10,,Yok,Free Dos (İşletim Sistemi Yok)
LOQ 15ARP9 83JC006ATRv1 Ryzen 7-7435HS 24 512 RTX4050 15.6inç FHD FreeDos Gaming Laptop,https://www.trendyol.com/lenovo/loq-15arp9-83jc006atrv1-ryzen-7-7435hs-24-512-rtx4050-15-6inc-fhd-freedos-gaming-laptop-p-834268134?boutiqueId=61&merchantId=105369,,35919,834268134,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,4.7,16,512,8,3.3,,Free Dos (İşletim Sistemi Yok)
"Tulpar T6 V3.1.5 Intel Core i7 13700HX 32 RAM 1 SSD 8  RTX 4060 Windows 11 16"" FHD+ 165",https://www.trendyol.com/monster/tulpar-t6-v3-1-5-intel-core-i7-13700hx-32--ram-1--ssd-8--rtx-4060-windows-11-16-fhd-165--p-878527954?boutiqueId=61&merchantId=141868,13700HX,56479,878527954,MONSTER,Oyun,16 inç,1920 x 1200,FHD+,IPS,165,Harici,Nvidia GeForce RTX 4060,8.0,5,32,1,16,2.1,,Windows
Pulse 17 AI C1VFKG-083XTR ULTRA 7 155H 32 DDR5 RTX4060 GDDR6 8 1 SSD 17.0 FHD,https://www.trendyol.com/msi/pulse-17-ai-c1vfkg-083xtr-ultra-7-155h-32-ddr5-rtx4060-gddr6-8-1-ssd-17-0-fhd-p-924401871?boutiqueId=61&merchantId=1100482,155H,63800,924401871,MSI,Oyun,17 inç,1920 x 1080,FHD+,IPS,165,Harici,Nvidia GeForce RTX 4060,8.0,4.8,32,1,16,3.7,,Free Dos (İşletim Sistemi Yok)
"IdeaPad Slim 5 Intel Ultra 5 125H 16 512 SSD 14"" WUXGA FreeDOS Dizüstü Bilgisayar 83DA0078TR",https://www.trendyol.com/lenovo/ideapad-slim-5-intel-ultra-5-125h-16-512-ssd-14-wuxga-freedos-dizustu-bilgisayar-83da0078tr-p-860978210?boutiqueId=681310&merchantId=968,125H,27999,860978210,LENOVO,Ofis - İş,14 inç,1920 x 1200,WUXGA,,,Dahili,Intel Arc Graphics,1.0,4.5,16,512,14,2,Yok,Free Dos (İşletim Sistemi Yok)
"V15 G3 IAP 82TT00A4TX Intel Core i3-1215U 16 512 SSD 15.6"" TN FreeDos",https://www.trendyol.com/lenovo/v15-g3-iap-82tt00a4tx-intel-core-i3-1215u-16-512-ssd-15-6-tn-freedos-p-890635576?boutiqueId=61&merchantId=106198,1215U,13799,890635576,LENOVO,Ev - Okul,15.6 inç,1920 x 1080,Full HD (FHD),TN,,Dahili,,1.0,4.4,16,512,8,3.3,Yok,Free Dos (İşletim Sistemi Yok)
Ip3 82k101fqtx I5-11320h 16 256 Rtx3050ti 4 15.6 Free Dos M100 Mouse Hediyeli,https://www.trendyol.com/lenovo/ip3-82k101fqtx-i5-11320h-16-256-rtx3050ti-4-15-6-free-dos-m100-mouse-hediyeli-p-466806477?boutiqueId=61&merchantId=252197,11320H,27750,466806477,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,120,Harici,Nvidia GeForce RTX 3050 Ti,4.0,4.5,16,256,4,3.2,,Free Dos (İşletim Sistemi Yok)
Omen 16-K0008NT 7H8Z5EA i7-12700H 32 1 RTX 3070Ti 16.1 inç 165 QHD Freedos Gaming Laptop,https://www.trendyol.com/hp/omen-16-k0008nt-7h8z5ea-i7-12700h-32-1-rtx-3070ti-16-1-inc-165-qhd-freedos-gaming-laptop-p-658198899?boutiqueId=61&merchantId=467452,12700H,51999,658198899,HP,Oyun,16.1 inç,2560 x 1440,QHD,IPS,165,Harici,Nvidia GeForce RTX 3070Ti,8.0,4.7,32,1,14,3.5,,Free Dos (İşletim Sistemi Yok)
MateBook X Pro 2023 Windows 11 Pro i7 Yeni - Koyu Mavi,https://www.trendyol.com/huawei/matebook-x-pro-2023-windows-11-pro-i7-yeni-koyu-mavi-p-734398816?boutiqueId=61&merchantId=215846,9750H,54250,734398816,Huawei,Ev - Okul,10 inç,1280 x 800,Full HD (FHD),,60,Dahili,AMD Radeon R5,1.0,,1,120,1,,,Free Dos (İşletim Sistemi Yok)
"CYBORG 15 A13VF-892XTR Intel Core i7 13620H 16 512 SSD RTX4060 Freedos 15.6"" FHD 144",https://www.trendyol.com/msi/cyborg-15-a13vf-892xtr-intel-core-i7-13620h-16-512-ssd-rtx4060-freedos-15-6-fhd-144-p-815841065?boutiqueId=61&merchantId=141868,13620H,42489,815841065,MSI,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),TN,144,Harici,Nvidia GeForce RTX 4060,8.0,4.9,16,512,10,2,,Free Dos (İşletim Sistemi Yok)
"ROG Zephyrus G16 GU605CR-QR203 12 RTX5070 Ti Intel Ultra 9 285H 32 2 SSD 16"" OLED 240",https://www.trendyol.com/asus/rog-zephyrus-g16-gu605cr-qr203-12-rtx5070-ti-intel-ultra-9-285h-32-2-ssd-16-oled-240-p-902007310?boutiqueId=61&merchantId=118442,285H,139999,902007310,ASUS,Oyun,16 inç,2560 x 1600,WQXGA,OLED,240,Harici,Nvidia GeForce RTX 5070 Ti,12.0,,32,2,16,3,,Free Dos (İşletim Sistemi Yok)
"250 G8/Core I5-1135G7 İşlemci/ 8 Ram/ 256 SSD/ 15.6""/ FHD/ Freedos/ Laptop Kömür Grisi 853U8ES",https://www.trendyol.com/hp/250-g8-core-i5-1135g7-islemci-8-ram-256-ssd-15-6-fhd-freedos-laptop-komur-grisi-853u8es-p-773440890?boutiqueId=61&merchantId=127233,1135G7,20499,773440890,HP,Ev - Okul,15.6 inç,1920 x 1080,Full HD (FHD),,60,Dahili,Dahili Ekran Kartı,4.0,4.2,8,256,4,4,Yok,Free Dos (İşletim Sistemi Yok)
"Rog Strix Scar 18 G835LX-SA156 Ultra 9 275HX 64 2+2 SSD RTX5090-24 Dos 18"" 240 WQXGA",https://www.trendyol.com/asus/rog-strix-scar-18-g835lx-sa156-ultra-9-275hx-64-2-2-ssd-rtx5090-24-dos-18-240-wqxga-p-902005929?boutiqueId=61&merchantId=106740,275HX,232759,902005929,ASUS,Oyun,18 inç,2560 x 1600,WQXGA,Mini LED,240,Harici,Nvidia GeForce RTX 5090,16.0,5,64,4,24,2.7,,Free Dos (İşletim Sistemi Yok)
250 Intel Core I5-1235u 8 256 Ssd 15.6'' Fhd W11h Siyah Notebook 9y6u8at,https://www.trendyol.com/hp/250-intel-core-i5-1235u-8--256--ssd-15-6-fhd-w11h-siyah-notebook-9y6u8at-p-353204913?boutiqueId=61&merchantId=107007,1235U,14299,353204913,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),SVA,,Dahili,Dahili Ekran Kartı,1.0,4.4,8,256,10,3,Yok,Windows
"YOGA 6 AMD Ryzen 7-7730U 16 512 SSD Windows 11 Pro 13.3"" WUXGA 4 Yıl Grnt.",https://www.trendyol.com/lenovo/yoga-6-amd-ryzen-7-7730u-16-512-ssd-windows-11-pro-13-3-wuxga-4-yil-grnt-p-925961098?boutiqueId=61&merchantId=609867,7730U,38999,925961098,LENOVO,Ofis - İş,13.3 inç,1920 x 1200,WUXGA,,,Dahili,AMD Radeon Graphics,1.0,4.5,16,512,8,2,Yok,Windows
Tuf Gaming F15 13.Nesil Core i7 13620H-RTX4070 8-16-512 Ssd-15.6-W11,https://www.trendyol.com/asus/tuf-gaming-f15-13-nesil-core-i7-13620h-rtx4070-8-16-512-ssd-15-6-w11-p-882812502?boutiqueId=61&merchantId=391109,13620H,67999,882812502,ASUS,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),,144,Harici,Nvidia GeForce RTX 4070,8.0,4.9,16,512,10,2.6,,Windows
"Macbook Air 13.6"" M2 8c Cpu 10c Gpu 8 512 Ssd Gümüş Mly03tu/a",https://www.trendyol.com/apple/macbook-air-13-6-m2-8c-cpu-10c-gpu-8--512--ssd-gumus-mly03tu-a-p-344380966?boutiqueId=61&merchantId=198438,,37235,344380966,Apple,Ofis - İş,13.6 inç,2560 x 1600,QHD,IPS,60,Dahili,M2 10 Çekirdekli,8.0,,8,512,8,2,Yok,Mac Os
"Spectre x360 2-in-1/Core U7-155H/32 RAM/1 SSD/14""/W11/9V2R8EA Laptop",https://www.trendyol.com/hp/spectre-x360-2-in-1-core-u7-155h-32--ram-1--ssd-14-w11-9v2r8ea-laptop-p-921864168?boutiqueId=61&merchantId=275331,155H,69550,921864168,HP,Ev - Okul,14 inç,2880 x 1800,FHD+,,,Dahili,Intel Arc Graphics,1.0,,32,1,16,,,Windows
"Nitro 5 Intel Core I7 12650h 16 1 Ssd Rtx4060-8 Dos 15.6"" 165 Notebook Nh.qm0ey.00b/16",https://www.trendyol.com/acer/nitro-5-intel-core-i7-12650h-16-1-ssd-rtx4060-8-dos-15-6-165--notebook-nh-qm0ey-00b-16-p-791039565?boutiqueId=61&merchantId=106740,12650H,41999,791039565,ACER,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),,165,Dahili,Nvidia GeForce RTX 4060,8.0,4.7,16,1,10,4,,Linux
"NitroV Intel Core i7-13630H 16G 1 SSD RTX4060 Windows11 15.6"" FHD 165 Gaming Laptop NH.QQEEY.004",https://www.trendyol.com/acer/nitrov-intel-core-i7-13630h-16g-1-ssd-rtx4060-windows11-15-6-fhd-165-gaming-laptop-nh-qqeey-004-p-899570474?boutiqueId=61&merchantId=107870,13420H,43499,899570474,ACER,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),,165,Harici,Nvidia GeForce RTX 4060,1.0,4.9,16,1,4,1.8,,Windows
Victus 16 S0014NT Ryzen 7 - 7840HS 16 RTX 4060 8 512 SSD 16.1 inç FHD 144 FreeDOS 7Z4M5EA,https://www.trendyol.com/hp/victus-16-s0014nt-ryzen-7-7840hs-16-rtx-4060-8-512-ssd-16-1-inc-fhd-144-freedos-7z4m5ea-p-741784400?boutiqueId=61&merchantId=467452,7840HS,41499,741784400,HP,Oyun,16.1 inç,1920 x 1080,Full HD (FHD),IPS,144,Dahili,Nvidia GeForce RTX 4060,8.0,,16,512,8,3.8,,Free Dos (İşletim Sistemi Yok)
13-inch MacBook Air: Apple M3 chip with 8-core CPU and 10-core GPU. 16. 512 SSD - Yıldız Işığı,https://www.trendyol.com/apple/13-inch-macbook-air-apple-m3-chip-with-8-core-cpu-and-10-core-gpu-16-512-ssd-yildiz-isigi-p-870271047?boutiqueId=681310&merchantId=968,,47999,870271047,Apple,Ofis - İş,13 inç,2560 x 1664,QHD,,,Dahili,Dahili Ekran Kartı,1.0,,16,512,8,,Yok,Mac Os
15-inch MacBook Air: Apple M3 chip with 8-core CPU and 10-core GPU. 8. 512 SSD - Midnight,https://www.trendyol.com/apple/15-inch-macbook-air-apple-m3-chip-with-8-core-cpu-and-10-core-gpu-8-512-ssd-midnight-p-814750673?boutiqueId=61&merchantId=724062,,45949,814750673,Apple,Ofis - İş,15.4 inç,2880 x 1620,QHD,,,Dahili,Dahili Ekran Kartı,1.0,,8,512,8,2,Yok,Mac Os
"ROG STRIX G16 G614FR-S5112 AMD RYZEN 9-9955HX 32 1 12 RTX5070TI 16"" 2.5K 240 FREEDOS",https://www.trendyol.com/asus/rog-strix-g16-g614fr-s5112-amd-ryzen-9-9955hx-32-1-12-rtx5070ti-16-2-5k-240-freedos-p-920508277?boutiqueId=61&merchantId=105919,9955HX,112849,920508277,ASUS,Oyun,18 inç,2560 x 1600,2.5K,IPS,240,Harici,Nvidia GeForce RTX 5070 Ti,12.0,5,32,1,24,2.5,,Free Dos (İşletim Sistemi Yok)
"IdeaPad Slim 3 15IRH10 83K10062TR-01 Intel Core i5 8 256+512 SSD 15.3"" 60 FreeDos",https://www.trendyol.com/lenovo/ideapad-slim-3-15irh10-83k10062tr-01-intel-core-i5-8-256-512-ssd-15-3-60-freedos-p-904135698?boutiqueId=61&merchantId=106198,13420H,16049,904135698,LENOVO,Ev - Okul,15.6 inç,1920 x 1080,WUXGA,IPS,60,Dahili,Intel UHD Graphics,1.0,,8,512,6,2,,Free Dos (İşletim Sistemi Yok)
"MateBook 14 2024 Ultra 7 155H 16 1 SSD Arc Graphics 14.2"" 2.8K Dokunmatik Notebook",https://www.trendyol.com/huawei/matebook-14-2024-ultra-7-155h-16--1--ssd-arc-graphics-14-2-2-8k-dokunmatik-notebook-p-875878533?boutiqueId=61&merchantId=976267,155H,48999,875878533,Huawei,Ofis - İş,14.2 inç,2880 x 1620,OLED 2.8K,OLED,120,Dahili,Intel Arc Graphics,1.0,5,16,1,,,Yok,Windows
Tuf Gaming F15 Fx507vu-lp261 Intel I7 13620h 16 512 Ssd Rtx4050-140watt 144 Dos 15.6 Fhd,https://www.trendyol.com/asus/tuf-gaming-f15-fx507vu-lp261-intel-i7-13620h-16-512-ssd-rtx4050-140watt-144-dos-15-6-fhd-p-807534599?boutiqueId=61&merchantId=339221,13620H,49199,807534599,ASUS,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,4.9,16,512,10,2.4,,Free Dos (İşletim Sistemi Yok)
LOQ 83GS00PHTRIH4 i5-12450HX 16 512 SSD 8 RTX 4060 105W 15.6″ FreeDos,https://www.trendyol.com/lenovo/loq-83gs00phtrih4-i5-12450hx-16-512-ssd-8-rtx-4060-105w-15-6-freedos-p-920751979?boutiqueId=61&merchantId=106248,12450HX,37999,920751979,LENOVO,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,,16,512,8,,,Free Dos (İşletim Sistemi Yok)
"Thinkpad L15 Gen2 20x4st53ea07 I7-1165g7 16 Ram 256 Ssd Freedos 15.6"" Notebook - Outlet",https://www.trendyol.com/lenovo/thinkpad-l15-gen2-20x4st53ea07-i7-1165g7-16--ram-256--ssd-freedos-15-6-notebook-outlet-p-899364094?boutiqueId=61&merchantId=691754,1165G7,21680,899364094,LENOVO,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),,300,Dahili,Intel UHD Graphics,1.0,,16,256,4,,,Windows
Thinkpad L15 I7-10510u 16 Ram 256 Ssd 15.6″ Freedos Full Hd Notebook - Outlet,https://www.trendyol.com/lenovo/thinkpad-l15-i7-10510u-16-ram-256-ssd-15-6-freedos-full-hd-notebook-outlet-p-921312463?boutiqueId=61&merchantId=691754,10510U,16716.2,921312463,LENOVO,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),,,Dahili,Intel UHD Graphics,1.0,,16,256,4,,,Windows
"Ideapad1 Intel Celeron-N4120 4 128 EMMC DOS 15.6"" Cloud Grey Laptop (Lenovo Türkiye Garantili)",https://www.trendyol.com/lenovo/ideapad1-intel-celeron-n4120-4-128-emmc-dos-15-6-cloud-grey-laptop-lenovo-turkiye-garantili-p-652489295?boutiqueId=61&merchantId=106664,N4120,11689,652489295,LENOVO,Ev - Okul,15.6 inç,1366 x 768,HD Ready (HD),TN,60,Dahili,Dahili Ekran Kartı,1.0,,,,4,2,Yok,Free Dos (İşletim Sistemi Yok)
V15 G4 Amn Amd Ryzen 5 7520u 8 512 Ssd 15.6'' Fhd Freedos 82yu0124tx,https://www.trendyol.com/lenovo/v15-g4-amn-amd-ryzen-5-7520u-8-512-ssd-15-6-fhd-freedos-82yu0124tx-p-817816364?boutiqueId=61&merchantId=104683,7520U,13499,817816364,LENOVO,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,AMD Radeon Graphics,1.0,4.3,8,512,4,2.8,Yok,Free Dos (İşletim Sistemi Yok)
"Rog Strix G16 G614ju-n3194 13. Nesil Intel I7-13650hx 16 512 Ssd 6 Rtx4050 16"" Fhd+ 165",https://www.trendyol.com/asus/rog-strix-g16-g614ju-n3194-13-nesil-intel-i7-13650hx-16-512-ssd-6-rtx4050-16-fhd-165-p-660436601?boutiqueId=61&merchantId=1007811,13650HX,62999,660436601,ASUS,Oyun,16.1 inç,1920 x 1200,FHD+,IPS,165,Harici,Nvidia GeForce RTX 4050,6.0,4.9,16,512,8,4,,Free Dos (İşletim Sistemi Yok)
"Yoga6 AMD Ryzen 7-7730U 16 512 SSD 13.3"" WUXGA DOS Katlanabilir Dizüstü Bilgisayar  83B2008QTX",https://www.trendyol.com/lenovo/yoga6-amd-ryzen-7-7730u-16-512-ssd-13-3-wuxga-dos-katlanabilir-dizustu-bilgisayar-83b2008qtx-p-860978908?boutiqueId=61&merchantId=143314,7730U,35999,860978908,LENOVO,Ofis - İş,13.3 inç,1920 x 1200,WUXGA,,,Dahili,AMD Radeon Graphics,1.0,4.5,16,512,8,2,Yok,Free Dos (İşletim Sistemi Yok)
"Vivobook 15 E1504FA-NJ993 AMD Ryzen 5 7520U 8 512 SSD Fdos 15.6"" Taşınabilir Bilgisayar",https://www.trendyol.com/asus/vivobook-15-e1504fa-nj993-amd-ryzen-5-7520u-8-512-ssd-fdos-15-6-tasinabilir-bilgisayar-p-837771813?boutiqueId=61&merchantId=587415,7500U,13550,837771813,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,Dahili Ekran Kartı,1.0,4.3,8,512,8,2.8,,Free Dos (İşletim Sistemi Yok)
"Tulpar T7 V26.2.2 Intel Core i7 13620H 32 RAM 1 SSD RTX 5060 Freedos 17.3"" FHD+ 144",https://www.trendyol.com/monster/tulpar-t7-v26-2-2-intel-core-i7-13620h-32-ram-1-ssd-rtx-5060-freedos-17-3-fhd-144--p-937481832?boutiqueId=61&merchantId=105286,13620H,77499,937481832,MONSTER,Oyun,17.3 inç,1920 x 1080,Full HD (FHD),IPS,144,Dahili,Nvidia GeForce RTX 5060,8.0,4.9,32,1,24,2.4,,Free Dos (İşletim Sistemi Yok)
Ideapad Slim 3 12.Nesil Core i5 12450H-8-512 Ssd-15.6inc-W11,https://www.trendyol.com/lenovo/ideapad-slim-3-12-nesil-core-i5-12450h-8-512-ssd-15-6inc-w11-p-779234648?boutiqueId=61&merchantId=153128,,16648.2,779234648,LENOVO,Ofis - İş,15.6 inç,1920 x 1080,HD Ready (HD),,,Dahili,Intel UHD Graphics,1.0,,8,512,8,3,Yok,Windows
"ROG Zephyrus G16 GU605CW-QR159 16 RTX5080 Intel Ultra 9 285H 32 2 SSD 16""OLED 240 0.2ms",https://www.trendyol.com/asus/rog-zephyrus-g16-gu605cw-qr159-16-rtx5080-intel-ultra-9-285h-32-2-ssd-16-oled-240-0-2ms-p-902007368?boutiqueId=61&merchantId=118442,285H,164999,902007368,ASUS,Oyun,16 inç,2560 x 1600,WQXGA,OLED,240,Harici,Nvidia GeForce RTX 5080,16.0,,32,2,12,3,,Free Dos (İşletim Sistemi Yok)
Victus 16-s0003nt 7.Nesil Ryzen 7 7840HS-RTX4070 8-16-512-16.1inc-W11,https://www.trendyol.com/hp/victus-16-s0003nt-7-nesil-ryzen-7-7840hs-rtx4070-8-16-512-16-1inc-w11-p-779237022?boutiqueId=61&merchantId=624588,7840HS,49999,779237022,HP,Oyun,16.1 inç,1920 x 1080,Full HD (FHD),,144,Harici,Nvidia GeForce RTX 4070,8.0,5,16,512,8,3.8,,Windows
"255 G9 | AMD RYZEN 5 5625U | 16 RAM | 512 NVMe | RADEON GRAPHICS | 15.6"" - 1920x1080 |",https://www.trendyol.com/hp/255-g9-amd-ryzen-5-5625u-16--ram-512--nvme-radeon-graphics-15-6-1920x1080-p-881728951?boutiqueId=61&merchantId=832705,5625U,14500,881728951,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,60,Dahili,AMD Radeon Graphics,1.0,4.3,16,512,6,2.3,,Windows
"Yoga Slım 6 83E0005YTR Core™ I7-13700h 16 1 Ssd 14"" Oled Freedos Taşınabilir Bilgisayar",https://www.trendyol.com/lenovo/yoga-slim-6-83e0005ytr-core-i7-13700h-16-1-ssd-14-oled-freedos-tasinabilir-bilgisayar-p-905732780?boutiqueId=61&merchantId=107301,13700H,35479,905732780,LENOVO,Ofis - İş,14 inç,1920 x 1200,WUXGA,OLED,60,Dahili,Intel XE Graphics,1.0,5,16,1,14,2.4,Yok,Free Dos (İşletim Sistemi Yok)
"Tulpar T6 V3.1.9 Intel Core i7 13700HX 64 RAM 1 SSD 8  RTX 4060 Windows 11 16"" FHD+ 165",https://www.trendyol.com/monster/tulpar-t6-v3-1-9-intel-core-i7-13700hx-64--ram-1--ssd-8--rtx-4060-windows-11-16-fhd-165--p-878528011?boutiqueId=61&merchantId=105286,13700HX,64219,878528011,MONSTER,Oyun,16 inç,1920 x 1200,FHD+,IPS,165,Harici,Nvidia GeForce RTX 4060,8.0,5,64,1,16,2.1,,Windows
Aspire3 Intel Celeron-N4500 16 128 SSD DOS 15.6 Gümüş Dizüstü Bilgisayar(Acer Türkiye Garantili),https://www.trendyol.com/acer/aspire3-intel-celeron-n4500-16-128-ssd-dos-15-6-gumus-dizustu-bilgisayar-acer-turkiye-garantili-p-928070722?boutiqueId=61&merchantId=1081676,N4200,10299,928070722,ACER,Ev - Okul,15.6 inç,1920 x 1080,Full HD (FHD),IPS,60,Harici,Intel UHD Graphics,1.0,1.2,16,128,2,1.2,Yok,Linux
"Victus 16-R0029NT Intel i7-13700H DDR5 16 1 SSD Gen4 6 RTX 4050 16.1""Freedos Laptop 7P6C1EA",https://www.trendyol.com/hp/victus-16-r0029nt-intel-i7-13700h-ddr5-16-1-ssd-gen4-6-rtx-4050-16-1-freedos-laptop-7p6c1ea-p-736351908?boutiqueId=61&merchantId=216294,13700H,42999,736351908,HP,Oyun,16.1 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,5,16,1,14,,,Free Dos (İşletim Sistemi Yok)
Ideapad Slim 3 15Irh10 Intel Core i7-13620H 16 512 SSD Integrated Intel UHD Graphics 15.3,https://www.trendyol.com/lenovo/ideapad-slim-3-15irh10-intel-core-i7-13620h-16-512-ssd-integrated-intel-uhd-graphics-15-3-p-929306099?boutiqueId=61&merchantId=107870,13620H,29999,929306099,LENOVO,Ev - Okul,,1920 x 1080,Full HD (FHD),,,Dahili,Intel UHD Graphics,1.0,,16,512,,3,,Windows
"250 G9 969L1ET03 N4500 16 512SSD 15.6"" FreeDOS FHD Dizüstü Bilgisayar-CNT004",https://www.trendyol.com/hp/250-g9-969l1et03-n4500-16-512ssd-15-6-freedos-fhd-dizustu-bilgisayar-cnt004-p-893559925?boutiqueId=61&merchantId=106664,,13699,893559925,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),SVA,60,Dahili,Intel UHD Graphics,1.0,2.8,16,512,2,1.1,Yok,Linux
